order_id,customer_age,customer_tenure_days,product_category,product_price,days_since_last_purchase,previous_returns,product_rating,discount_applied,size_purchased,is_return
1161,18,12,Electronics,47.41,99,0,4.4,0,,0
7372,35,16,Fashion,57.01,45,0,3.6,0,L,0
2234,45,63,Electronics,61.37,46,1,3.8,0,,1
6951,19,581,Fashion,17.56,33,0,3.8,0,L,1
2214,29,81,Fashion,16.15,70,0,4.0,0,XXL,0
3189,45,694,Fashion,16.44,71,0,4.5,0,M,0
7016,39,936,Electronics,166.32,140,1,3.5,0,,0
7132,32,153,Electronics,105.9,50,0,4.9,1,,0
5260,59,18,Fashion,52.54,10,0,4.2,0,M,0
9438,33,171,Fashion,59.83,70,0,5.0,1,L,0
2909,29,227,Fashion,26.5,167,0,3.7,1,XXL,0
434,43,130,Fashion,36.28,57,0,3.4,0,M,0
1105,48,533,Electronics,57.63,1,0,4.5,1,,1
6843,57,290,Electronics,11.32,25,0,4.4,0,,0
6845,64,2651,Home_Decor,47.59,133,0,3.5,0,,0
9623,37,44,Electronics,19.61,84,3,4.4,1,,0
5687,50,23,Electronics,17.57,10,1,3.2,0,,0
7200,18,288,Electronics,10.0,68,0,4.1,0,,0
3766,35,109,Fashion,38.34,109,1,4.7,0,L,1
9293,18,28,Home_Decor,39.5,47,0,4.0,0,,0
9344,40,446,Fashion,61.29,41,0,3.6,0,M,0
8600,39,455,Fashion,50.13,44,0,4.2,0,L,1
3222,44,991,Fashion,59.2,40,2,4.5,1,M,0
9304,18,341,Fashion,63.4,88,2,3.4,0,XL,0
9921,22,95,Home_Decor,19.6,8,2,4.3,0,,1
9621,39,704,Fashion,22.24,35,0,4.0,0,XS,0
3587,26,19,Fashion,79.04,30,0,4.5,0,S,0
2361,22,243,Fashion,10.0,11,0,5.0,1,S,0
3073,37,188,Fashion,44.76,118,2,4.4,0,S,1
754,47,90,Fashion,43.94,9,0,4.4,0,M,0
9991,52,45,Fashion,30.09,25,0,4.7,1,L,1
355,34,1118,Fashion,30.97,21,0,4.7,0,S,0
6060,42,36,Fashion,24.89,73,0,3.9,0,L,0
4808,42,8,Electronics,40.21,29,3,3.7,1,,0
1303,32,83,Home_Decor,54.21,97,1,4.0,0,,0
9574,18,118,Fashion,11.17,193,1,4.0,1,M,0
4303,23,127,Electronics,75.73,26,3,4.6,0,,1
7354,49,140,Fashion,18.41,93,1,4.5,0,L,0
4735,38,24,Electronics,104.92,32,1,2.9,1,,1
541,45,58,Fashion,29.3,194,1,4.6,1,S,1
894,49,160,Home_Decor,17.72,24,0,4.8,1,,0
7798,31,46,Electronics,61.12,15,1,4.3,0,,0
2251,33,486,Electronics,60.85,3,0,3.8,0,,1
3021,49,96,Fashion,10.0,6,2,4.7,1,L,1
4770,44,340,Electronics,173.98,141,1,4.9,0,,1
9747,33,1098,Home_Decor,65.12,37,0,4.3,0,,0
672,18,160,Fashion,35.61,38,0,4.0,0,L,0
2246,36,339,Fashion,27.14,39,0,3.5,0,S,0
7890,31,420,Electronics,10.0,65,1,3.9,1,,0
3804,36,305,Electronics,27.7,41,1,3.1,0,,0
5853,42,26,Electronics,31.06,35,0,4.3,0,,0
2812,27,73,Fashion,31.94,11,0,3.6,0,L,0
8619,43,496,Fashion,43.28,13,1,3.4,0,L,0
2346,48,230,Fashion,22.36,42,1,4.9,1,S,0
1761,54,288,Electronics,13.38,35,0,4.3,0,,0
9143,37,4,Fashion,10.0,32,0,4.8,0,M,0
739,54,382,Electronics,35.96,6,0,3.7,0,,0
9106,30,217,Fashion,13.68,16,1,3.7,0,L,0
8012,40,14,Fashion,40.95,4,1,4.2,0,XL,0
6400,18,76,Home_Decor,35.53,20,0,4.8,0,,1
7680,24,43,Fashion,46.07,2,0,3.6,0,L,1
4514,23,374,Electronics,25.44,39,0,4.1,1,,1
240,45,612,Home_Decor,68.91,4,0,4.3,0,,0
7218,53,275,Fashion,48.76,2,1,3.5,1,L,1
5899,35,505,Electronics,12.37,46,0,3.0,0,,0
7584,51,175,Fashion,32.92,71,0,5.0,0,L,0
6776,44,90,Electronics,16.46,15,0,3.7,1,,0
9670,38,62,Electronics,146.93,37,1,3.8,0,,0
7934,51,138,Home_Decor,10.0,67,0,4.4,0,,0
9508,43,374,Fashion,103.64,63,0,4.5,0,L,0
3642,32,195,Electronics,139.0,65,0,5.0,0,,0
7103,36,773,Fashion,12.06,100,2,4.7,0,M,0
8292,61,148,Electronics,34.48,32,0,4.4,1,,0
2628,43,562,Fashion,35.87,41,0,3.5,1,M,1
4262,31,579,Electronics,33.97,16,1,4.9,0,,0
7095,43,829,Electronics,144.56,5,1,4.7,1,,0
4999,44,257,Fashion,36.0,193,1,4.4,0,M,0
8792,29,501,Fashion,26.57,25,0,3.1,0,M,0
5887,26,163,Electronics,27.42,78,0,4.7,1,,0
3000,33,11,Fashion,10.22,6,0,3.8,0,M,1
6778,38,205,Fashion,12.67,74,1,4.5,0,L,0
2165,53,606,Home_Decor,33.11,17,2,4.0,0,,0
1711,48,132,Fashion,18.94,38,0,3.8,1,M,1
1052,39,32,Fashion,31.51,54,1,4.6,0,S,0
2973,18,225,Fashion,31.6,187,1,5.0,1,L,1
7835,37,24,Fashion,13.21,75,0,3.8,1,L,1
5918,18,75,Fashion,84.38,69,1,3.8,1,M,0
1852,56,207,Home_Decor,78.23,5,1,4.5,0,,0
6047,35,29,Electronics,17.05,2,0,3.3,0,,1
1533,38,230,Electronics,21.09,9,1,4.9,1,,0
